,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
9335,4786217,710,SAF8246,8246,2016-10-13,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Private Security Forces (South Africa),Police Forces of South Africa (1994-),8,58,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Tshwane University of Technology,-25.7322,28.1619,1,SABC News,National,A private security guard at Tshwane University of Technology has allegedly shot at a student with live ammunition during protest action. The protest descended into violence as police dispersed students with rubber bullets. The students retaliated by throwing stones and burning tires. A building was also burned.,0,1552577171,ZAF
9336,5300332,710,SAF8247,8247,2016-10-13,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Gauteng,Sedibeng,Emfuleni,Vaal University of Technology,-26.7113,27.8627,1,News24 (South Africa),National,Clashes between students and police at the Vaal University of Technology took place. Students are throwing stones and petrol bombs at the police and they are retaliating with rubber bullets.,0,1561469250,ZAF
9337,6232828,710,SAF8245,8245,2016-10-13,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Soshanguve,-25.4729,28.0992,1,East Coast Radio (South Africa); Times (South Africa),National,"There were protest disruptions at the Soshanguve campus of Tuts in Pretoria. With heavy police presence, protest action by students has continued at the Tshwane University of Technology (TUT) with police firing rubber bullets at the Soshanguve campus to disperse crowds",0,1572403612,ZAF
9340,8009284,710,SAF8248,8248,2016-10-13,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Westville,-29.8333,30.9333,1,News24 (South Africa),National,"Violence broke out between police and students at UKZN's Westville campus. Police clashed with students armed with stones, and using ironing boards as shields.",0,1622068027,ZAF
9341,8887512,710,SAF8242,8242,2016-10-13,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,Times (South Africa),National,protesters had used 'fire crackers to alarm and disperse students in the Matrix Student Centre' and there were 'reports of stink bombs being used to disrupt lectures in some classes' on the Braamfontein campus.,0,1646432974,ZAF
9344,5300328,710,SAF8241,8241,2016-10-12,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,Sedibeng,Emfuleni,Vaal University of Technology,-26.7113,27.8627,1,News24 (South Africa),National,"Violence at the Vaal University of Technology escalated, with buildings being set alight. Part of the VUT in Vanderbijlpark was set alight. Large groups of students were pictured and a structure was in flames.",0,1561469250,ZAF
9345,5741289,710,SAF8240,8240,2016-10-12,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Tshwane University of Technology,-25.7322,28.1619,1,African News Agency,National,Lectures were suspended at the Tshwane University of Technology (TUT) Pretoria campus after protesting students burned tyres and barricaded the entrances to two campuses of the Pretoria institution. Rubber bullets were fired several times in the city centre as some students retaliated by throwing rocks and rubble towards police lines.,0,1567462123,ZAF
9346,5741296,710,SAF8236,8236,2016-10-12,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Ga-Rankuwa,-25.6169,27.9947,1,African News Agency,National,Lectures were suspended at the Tshwane University of Technology (TUT) Pretoria campus after protesting students burned tyres and barricaded the entrances to two campuses of the Pretoria institution. Rubber bullets were fired several times in the city centre as some students retaliated by throwing rocks and rubble towards police lines.,0,1567462123,ZAF
9347,5741328,710,SAF8239,8239,2016-10-12,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria West,-25.7484,28.154,1,African News Agency,National,"Students blocked off the TUT main campus in Pretoria west, setting alight several tyres and using rocks to block the roads.",0,1567462123,ZAF
9350,4786661,710,SAF8228,8228,2016-10-11,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,GroundUp,National,"Tensions at the Cape Peninsula University of Technology (CPUT) campuses reached boiling point, with police firing stun grenades, tear-gas and rubber bullets at stone-throwing protesters. Twelve arrests were made at the Bellville campus, three at the Cape Town campus and another four at the Mowbray campus.",0,1552577172,ZAF
9351,5300325,710,SAF8233,8233,2016-10-11,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria West,-25.7484,28.154,1,News24 (South Africa),National,Tyres were also burnt at the gate of the Tshwane University of Pretorias west campus.,0,1561469250,ZAF
9352,7522960,710,SAF8226,8226,2016-10-11,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Bellville,-33.9,18.6333,1,GroundUp,National,"Tensions at the Cape Peninsula University of Technology (CPUT) campuses reached boiling point, with police firing stun grenades, tear-gas and rubber bullets at stone-throwing protesters. Twelve arrests were made at the Bellville campus, three at the Cape Town campus and another four at the Mowbray campus.",0,1611019297,ZAF
9353,7523021,710,SAF8231,8231,2016-10-11,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Mowbray,-33.9333,18.4667,1,GroundUp,National,"Tensions at the Cape Peninsula University of Technology (CPUT) campuses reached boiling point, with police firing stun grenades, tear-gas and rubber bullets at stone-throwing protesters. Twelve arrests were made at the Bellville campus, three at the Cape Town campus and another four at the Mowbray campus.",0,1611019297,ZAF
9354,7525054,710,SAF8227,8227,2016-10-11,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,News24 (South Africa),National,"Skirmishes between police and students continued throughout the day at Wits University. Police fired stun grenades and rubber bullets at students after protesters pelted stones at campus security guards stationed outside the Great Hall.At Wits University, the John Moffet Architecture Building was targeted in an arson attack.",0,1611019302,ZAF
9355,8009285,710,SAF8229,8229,2016-10-11,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,Mercury (South Africa),National,More than 1 000 university students from across KwaZulu-Natal joined a #FeesMustFall march to Durbans City Hall.,0,1622068027,ZAF
9357,8559495,710,SAF8230,8230,2016-10-11,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Amathole,Raymond Mhlaba,University of Fort Hare,-32.7831,26.8433,1,GroundUp,National,Students at the University of Fort Hare University disrupted a meeting between parents and management.,0,1632244575,ZAF
9358,6232827,710,SAF8223,8223,2016-10-10,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),Private Security Forces (South Africa),1,15,Southern Africa,South Africa,Western Cape,Cape Winelands,Stellenbosch,Stellenbosch,-33.9346,18.8668,1,Herald (South Africa); GroundUp,National,There were also student protests at the University of Pretoria and Stellenbosch University. Student protesters of the Fees Must Fall movement at Stellenbosch University clashed with police and private security. A protester argues with police after pepper spray had been used on protesters.,0,1572403612,ZAF
9359,6269133,710,SAF8222,8222,2016-10-10,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Herald (South Africa),National,There were also student protests at the University of Pretoria and Stellenbosch University.,0,1572403720,ZAF
9360,7210181,710,SAF8215,8215,2016-10-10,2016,1,Protests,Protest with intervention,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,Private Security Forces (South Africa),,8,68,Southern Africa,South Africa,Free State,Mangaung,Mangaung,Bloemfontein,-29.1333,26.2,1,Cape Times; News24 (South Africa),National,The University of the Free State remained open despite protests by some students. Security used paintball guns to disperse the protesting group outside computer labs at the universities main campus.,0,1600121117,ZAF
9361,7520333,710,SAF8217,8217,2016-10-10,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,Al Jazeera,Regional,"Hundreds of students demanding free education have clashed with police in renewed violence at Wits University in Johannesburg. Police used tear gas, rubber bullets, stun grenades and water cannon on Monday to disperse stone-throwing protesters at Witwatersrand University.",0,1611019289,ZAF
9363,7521603,710,SAF8214,8214,2016-10-10,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Bellville,-33.9,18.6333,1,Cape Argus,Subnational,UWC said it had suspended on-campus operations for the rest of the week because of ongoing disruptions and protests.,0,1611019292,ZAF
9365,8009287,710,SAF8224,8224,2016-10-10,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Westville,-29.8333,30.9333,1,Cape Times,National,"At UKZN Westville campus, student protesters hurled bottles and bricks at police, who responded by firing tear gas.",0,1622068027,ZAF
9366,8009288,710,SAF8218,8218,2016-10-10,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,Cape Times,National,Learning was interreupted at UKZNs Howard cakpus in Durban as student protests continued.,0,1622068027,ZAF
9367,8009289,710,SAF8221,8221,2016-10-10,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,News24 (South Africa),National,"Police and protesting students continue to face off at the University of KwaZulu-Natals Pietermaritzburg campus. Police officers were firing teargas and students responding with bottles, stones and marbles fired from slingshots.",0,1622068027,ZAF
9368,8553752,710,SAF8220,8220,2016-10-10,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Ngaka Modiri Molema,Mafikeng,Mahikeng,-25.8556,25.6367,1,Cape Times,National,There were disruptions at the Mafikeng campus as students protested. University management said disruptions were perpetrated by non-students.,0,1632239612,ZAF
9369,8566134,710,SAF8219,8219,2016-10-10,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Sarah Baartman,Makana,Makhanda,-33.3042,26.5328,1,Cape Times; Herald (South Africa),Subnational-National,"In Grahamstown, Rhodes University remained closed. Five students were arrested after violent protests ensued. The five were arrested hours after university toilets were vandalised and aerosol cans were thrown into lecture rooms, so preventing staff and students from attending class.",0,1632782395,ZAF
9371,7521691,710,SAF8209,8209,2016-10-07,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Bellville,-33.9,18.6333,1,Cape Argus,Subnational,Police officers used plastic shields and launched tear gas to hold back protesting CPUT students who were throwing rocks and faeces at the Bellville Campus.,0,1611019292,ZAF
